ID,bydel,vejid,vejnavn,frastation,tilstation,hastighed,anb_hastig
6070,Vanløse,1010444040000,Bellahøjvej,0,140,50,0
6882,Vanløse,1013464000000,Jyllingevej,963,1785,60,0
6883,Vanløse,1013604000000,Katholmvej,122,336,50,30
6884,Vanløse,1017092000000,Støvringvej,76,274,50,30
6885,Vanløse,1011040000000,Børglumvej,380,744,50,30
6886,Vanløse,1016480000000,Skjulhøj Allé,334,525,50,30
6887,Vanløse,1016480000000,Skjulhøj Allé,525,694,50,0
6771,Vanløse,1016112000000,Rødtjørnevej,435,633,50,0
6772,Vanløse,1017412000000,Thorupgård Allé,234,453,50,30
6773,Vanløse,1017412000000,Thorupgård Allé,453,471,50,0
6774,Vanløse,1018632000000,Åbjergvej,51,453,50,30
6775,Vanløse,1012668000000,Hasselvej,229,406,50,30
6776,Vanløse,1012668000000,Hasselvej,406,493,50,0
6777,Vanløse,1014060000000,Kæragervej,25,159,50,30
6778,Bispebjerg,1014068000000,Kærsangervej,119,233,40,30
6799,Amager Øst,1014232020000,Lergravsvej,0,294,50,0
6779,Bispebjerg,1016144000000,Rørsangervej,191,315,40,30
6780,Bispebjerg,1016144000000,Rørsangervej,315,497,40,30
6781,Bispebjerg,1016144000000,Rørsangervej,497,732,40,30
6782,Bispebjerg,1014948000000,Nattergalevej,607,790,40,30
6783,Bispebjerg,1018288000000,Vibevej,327,621,40,30
6784,Bispebjerg,1018288000000,Vibevej,621,736,40,30
6785,Bispebjerg,1013328000000,Jacob Lindbergs Vej,120,254,50,0
6786,Bispebjerg,1016048000000,Rymarksvej,62,121,50,30
6194,Østerbro,1015768800000,Reersøgade,207,271,40,30
6787,Bispebjerg,1016048000000,Rymarksvej,121,661,50,30
6788,Bispebjerg,1016048000000,Rymarksvej,661,892,50,0
6789,Bispebjerg,1010680000000,Bolandsvej,142,275,50,30
6826,Vanløse,1017536000000,Toftøjevej,252,520,50,30
6827,Vanløse,1017536000000,Toftøjevej,520,627,50,0
6790,Østerbro,1017136000000,Svanemøllevej,40,1079,40,0
6791,Østerbro,1017136000000,Svanemøllevej,1079,1341,50,30
6792,Østerbro,1017464000000,Tingskiftevej,114,220,50,0
6793,Brønshøj-Husum,1015632000000,Præstegårds Allé,0,290,50,30
6794,Valby,1014268000000,Lillegade,0,87,50,0
6795,Nørrebro,1016408000000,Sjællandsgade,0,100,50,0
6796,Brønshøj-Husum,1013488000000,Kagsløkke,0,208,50,0
6797,Østerbro,1014309300000,Lilly Helveg Petersens Plads,0,51,50,30
6800,Indre By,1012188000000,Gernersgade,0,433,40,0
6801,Valby,1014310000000,Lily Brobergs Vej,0,178,40,0
6802,Amager Øst,1014220000000,Lemnosvej,0,280,50,30
6803,Nørrebro,1011856000000,Fogedmarken,0,176,50,0
6804,Østerbro,1018192000000,Vestagervej,0,518,40,0
6805,Valby,1011364000000,Druehaven,0,462,40,0
5997,Amager Vest,1010036000000,Agerbo,0,138,50,0
6806,Brønshøj-Husum,1016892000000,Stenmaglevej,0,342,50,0
6828,Vanløse,1014480000000,Lyngholmvej,435,637,50,30
6829,Vanløse,1010052000000,Aggervej,52,233,50,0
6617,Valby,1010608000000,Blommehaven,59,200,40,30
6808,Amager Øst,1011620000000,Engvej,1777,1852,40,0
6809,Amager Øst,1017784000000,Tønnesvej,282,"427,5",50,30
6810,Amager Øst,1012312000000,Grækenlandsvej,375,1024,50,30
6811,Amager Øst,1012312000000,Grækenlandsvej,1024,1059,50,0
6812,Amager Øst,1012312000000,Grækenlandsvej,1059,1077,50,30
6813,Amager Øst,1012312000000,Grækenlandsvej,1077,1192,50,0
6814,Amager Øst,1012312000000,Grækenlandsvej,1192,1704,50,0
6815,Amager Øst,1017784000000,Tønnesvej,"427,5",559,50,0
6816,Amager Øst,1017784000000,Tønnesvej,559,590,50,30
6817,Amager Øst,1017784000000,Tønnesvej,590,688,50,0
6818,Amager Øst,1018360000000,Willumsvej,100,349,50,30
6819,Amager Øst,1013340000000,Jansvej,93,399,50,0
6820,Vanløse,1014556000000,Lønstrupvej,213,622,50,0
6821,Vanløse,1017736000000,Tyborøn Allé,603,929,50,30
6822,Vanløse,1017736000000,Tyborøn Allé,929,1026,50,0
6823,Vanløse,1012608000000,Hanstholmvej,203,614,50,0
6824,Vanløse,1013752000000,Klitmøllervej,42,207,50,30
6825,Vanløse,1013752000000,Klitmøllervej,207,548,50,0
6830,Vanløse,1017304000000,Søndervigvej,237,1107,50,0
6831,Østerbro,1014428000000,Lundevangsvej,343,405,60,0
6832,Østerbro,1017972000000,Vangehusvej,286,317,60,0
6833,Østerbro,1017276000000,Sølundsvej,112,139,60,0
6834,Nørrebro,1014448010000,Lundtoftegade,89,532,50,30
6835,Nørrebro,1014448010000,Lundtoftegade,532,591,50,0
6836,Nørrebro,1016204000000,Sandbjerggade,236,375,50,30
6837,Nørrebro,1016844000000,Stefansgade,201,480,50,30
6838,Nørrebro,1016844000000,Stefansgade,480,582,50,0
6839,Nørrebro,1016844000000,Stefansgade,582,751,50,40
6840,Nørrebro,1014768000000,Mimersgade,361,1018,50,0
6689,Indre By,1013182000000,Højbro,0,31,40,0
6714,Valby,1012660000000,J. P. E. Hartmanns Allé,609,666,50,0
6690,Valby,1016848310000,Steins Plads,0,83,50,0
6691,Vanløse,1010444060000,Bellahøjvej,0,96,50,0
6692,Brønshøj-Husum,1010884000000,Brovænget,0,170,50,30
6693,Amager Vest,1018128000000,Vejlands Allé,0,1156,50,0
6695,Valby,1012652000000,Harrestrup Allé,0,329,40,30
6697,Amager Vest,1010384000000,Bardenflethsgade,0,132,50,0
6698,Valby,1015571300000,Porcelænstorvet,0,68,50,0
6699,Indre By,1016604010000,Slotsholmsgade,0,36,50,0
6700,Vanløse,1014648000000,Markskellet,0,129,50,0
6463,Valby,1017912030000,Valby Langgade,0,63,50,0
6701,Brønshøj-Husum,1013580000000,Karlstads Allé,0,200,50,30
7660,Brønshøj-Husum,1014848000000,Muldager,0,406,50,0
7661,Brønshøj-Husum,1014848000000,Muldager,0,406,50,0
6704,Brønshøj-Husum,1013108010000,Hvedevej,0,70,50,30
6705,Indre By,1016152320000,Rådhuspladsen,0,82,50,0
6706,Østerbro,1015188000000,Nørre Allè,0,105,50,30
6707,Amager Øst,1018296000000,Wibrandtsvej,865,1275,40,0
6708,Amager Øst,1011880000000,Formosavej,87,402,40,30
6709,Amager Øst,1011880000000,Formosavej,402,508,40,0
6710,Amager Øst,1011880000000,Formosavej,508,530,15,0
6711,Amager Øst,1016348000000,Siamvej,48,294,40,30
6712,Valby,1011660000000,Eschrichtsvej,148,670,50,0
6713,Valby,1015356000000,Overbys Allé,417,515,50,0
6715,Valby,1011740000000,Fengersvej,70,315,50,30
6716,Valby,1011740000000,Fengersvej,315,338,50,0
6717,Valby,1011072000000,Carl Langes Vej,177,612,50,0
5957,Valby,1011064000000,Carl Jacobsens Vej,0,1087,50,0
5990,Amager Vest,1012428000000,Gullfossgade,0,110,50,0
6660,Valby,1013696000000,Kirsebærhaven,476,913,40,0
6661,Valby,1010724800000,Borghaven,69,178,40,30
6065,Bispebjerg,1015676020000,På Bjerget,0,289,50,0
6662,Valby,1010724800000,Borghaven,178,495,40,0
6663,Valby,1011256000000,Danhaven,44,177,40,30
6664,Valby,1011256000000,Danhaven,177,522,40,0
6665,Valby,1013084800000,Humlehaven,129,307,40,30
6666,Valby,1013084800000,Humlehaven,307,854,40,0
6667,Valby,1015168000000,Nøddehaven,33,289,40,30
6668,Valby,1015168000000,Nøddehaven,289,587,40,0
6669,Valby,1014328000000,Lindehaven,175,316,40,0
6670,Valby,1014328000000,Lindehaven,316,443,40,0
5976,Valby,1012876000000,Hestehaven,0,239,40,0
5977,Amager Vest,1012589000000,H.C. Hansens Gade,0,141,50,0
5979,Østerbro,1014620000000,Manøgade,0,156,40,0
5982,Vanløse,1010624000000,Blåbærvej,0,113,50,30
5983,Valby,1018244010000,Vestervang,0,115,50,30
5985,Vanløse,1017476000000,Tipsagervej,0,94,50,0
5986,Bispebjerg,1010680010000,Bolandsvej,0,41,50,0
5988,Nørrebro,1018188000000,Wesselsgade,0,239,50,0
5989,Amager Vest,1012472000000,Gærdebred,0,243,50,0
5995,Amager Øst,1015588810000,Prags Boulevard,609,1049,50,0
5992,Nørrebro,1011504000000,Elmegade,0,258,40,0
5993,Vesterbro-Kongens Enghave,1018616000000,Østre Teglgade,0,230,50,0
6066,Amager Øst,1014384000000,Lombardigade,0,253,50,0
5994,Indre By,1014016000000,Krystalgade,0,277,40,0
5996,Vesterbro-Kongens Enghave,1017172000000,Svendgade,0,56,50,0
6027,Østerbro,1017136000000,Svanemøllevej,0,40,60,0
6028,Østerbro,1018064000000,Ved Kildevældskirken,0,62,40,0
6029,Østerbro,1010524000000,Biskop Krags Vænge,0,233,50,0
6031,Valby,1013028020000,Horsekildevej,0,135,50,0
6032,Valby,1018196000000,Vestbanevej,0,191,50,0
6033,Vesterbro-Kongens Enghave,1013228010000,Hørdumsgade,0,61,50,30
6034,Valby,1012660000000,J. P. E. Hartmanns Allé,0,609,50,30
6035,Indre By,1016828000000,Stavangergade,0,102,50,0
6036,Indre By,1018496000000,Zinnsgade,0,123,50,0
6037,Østerbro,1018696020000,Århusgade 66-78,0,48,50,0
6039,Amager Øst,1015396000000,Pallesvej,0,335,40,0
6056,Brønshøj-Husum,1013644000000,Kildeager,0,276,50,0
6057,Vesterbro-Kongens Enghave,1010728010000,Borgmester Christiansens Gade,0,202,50,0
6044,Amager Vest,1015512000000,Peter Vedels Gade,0,133,50,0
6047,Vanløse,1011808000000,Flakholmen,0,256,50,0
6062,Brønshøj-Husum,1018032000000,Ved Bellahøj Nord,0,390,50,30
6058,Indre By,1015140310000,Nytorv,0,56,40,0
6059,Vanløse,1013808000000,Knivholtvej,0,167,50,0
6060,Vanløse,1017480000000,Tirsbækvej,0,292,50,0
6061,Indre By,1012680340000,Hauser Plads,0,52,40,30
6181,Østerbro,1013860000000,Kong Oscars Gade,0,90,40,0
6067,Indre By,1014284000000,Lille Kirkestræde,0,70,40,0
6068,Vanløse,1011252000000,Damstien,0,408,50,30
6069,Valby,1011604000000,Englodden,0,309,40,0
6045,Bispebjerg,1011964000000,Frederikssundsvej,0,4870,50,0
6040,Indre By,1016300000000,Schacksgade,0,105,30,0
6041,Vesterbro-Kongens Enghave,1014128000000,Landvindingsgade,0,319,50,0
6043,Vanløse,1012160310000,Genforeningspladsen,0,105,50,30
5377,Amager Øst,1015464000000,Peitersvej,0,72,50,0
6049,Valby,1014536000000,Læstedet,0,231,50,30
6050,Amager Vest,1012244000000,Glommensgade,0,82,50,0
6051,Valby,1016436000000,Skellet,0,440,50,30
6052,Vanløse,1018148000000,Vendsysselvej,0,383,50,0
6053,Bispebjerg,1018548000000,Ørevadsvej,0,363,50,0
6054,Vesterbro-Kongens Enghave,101629680A000,Scandiagade (parallel vejbane),0,388,50,30
6055,Amager Øst,1014492010000,Lyongade,0,74,50,0
6046,Amager Vest,1016856000000,Stemannsgade,0,89,50,0
6063,Østerbro,1015304000000,Omøgade,0,379,40,0
6064,Østerbro,1016268320000,Sankt Kjelds Plads,0,41,40,0
6071,Indre By,1012680320000,Hauser Plads,0,38,40,30
6072,Vanløse,1015964000000,Roshagevej,0,280,50,0
6073,Indre By,1015474000000,Per Knutzons Vej,0,141,50,0
6074,Amager Vest,1012040000000,Fælledfold,0,244,50,0
6076,Amager Øst,1010828000000,Bremensgade,0,53,50,0
6077,Valby,1016292000000,Saxtorphsvej,0,356,50,0
6078,Vanløse,1012892020000,Himmerlandsvej,0,91,50,0
6079,Amager Øst,1014380000000,Lodivej,0,137,40,0
6080,Amager Vest,1015384800000,Oxford Allé,991,1112,50,0
6081,Brønshøj-Husum,1014720000000,Mellemvangen,0,710,50,30
6150,Indre By,1011388000000,Dybensgade,0,145,40,0
6151,Østerbro,1017392000000,Thomas Laubs Gade,0,265,40,0
6152,Indre By,1016392000000,Silkegade,0,104,40,0
6178,Vanløse,1010948000000,Bulbjergvej,0,333,50,0
6154,Østerbro,1017000000000,Strandpromenaden,0,129,60,0
6155,Vesterbro-Kongens Enghave,1012260000000,Godsbanegade,0,257,50,0
6156,Amager Vest,1010986000000,Bygrænsen,0,242,50,30
6157,Vanløse,1012400020000,Guldagervej,0,43,50,0
6162,Bispebjerg,1017356000000,Teglstrupvej,0,440,50,0
6159,Indre By,1018336000000,Vildandegade,0,82,40,0
6160,Indre By,1015220000000,Nørre Voldgade,0,775,40,0
6161,Valby,1012688040000,Havebo,0,27,50,30
6464,Amager Vest,1017016000000,Stratfordvej,0,196,50,0
6163,Amager Øst,1015896000000,Rodosvej,0,250,50,30
6164,Bispebjerg,1011560010000,Engblommevej,0,68,50,0
6165,Valby,1010500000000,Birkebakken,0,206,50,30
6166,Vesterbro-Kongens Enghave,1014844000000,Mozartsvej,0,410,40,0
6167,Indre By,1010148800000,H.C. Andersens Boulevard,422,1208,50,0
6168,Amager Øst,1010808010000,Bredegrund,0,154,50,0
6169,Nørrebro,1015960010000,Rosenørns Allé,0,40,50,0
6171,Amager Øst,1010604000000,Blekingegade,0,64,50,0
6172,Valby,1015412000000,Parkbo,0,228,50,30
6173,Amager Øst,1013864000000,Kongovej,0,319,50,0
6174,Østerbro,1013656000000,Kildevældsgade,0,608,40,0
6176,Indre By,1010116000000,Amagergade,0,143,40,0
6177,Brønshøj-Husum,1012972320000,Holcks Plads,0,49,50,30
6180,Bispebjerg,1011542400000,Emdrup Torv,0,105,50,0
6182,Bispebjerg,1017684000000,Tuborgvej,0,878,60,0
6183,Amager Vest,1018541150000,Ørestads Boulevard,0,163,50,0
6185,Indre By,1014552000000,Lønporten,0,84,40,0
6188,Nørrebro,1016580000000,Slejpnersgade,0,91,50,0
6189,Vesterbro-Kongens Enghave,1012392000000,Gråstensgade,0,83,50,0
6190,Indre By,1010548300000,Bispetorvet,0,48,40,0
6191,Valby,1011200000000,Cæciliavej,0,278,50,0
6192,Vanløse,1016328000000,Selsøvej,0,319,50,0
6193,Amager Øst,1016088000000,Rødegård,0,227,50,0
6082,Amager Øst,1013600000000,Kastrupvej,0,2069,50,0
6083,Østerbro,1016564000000,Slagelsegade,0,163,50,0
6094,Indre By,1015448000000,Peder Hvitfeldts Stræde,0,131,40,0
6084,Vesterbro-Kongens Enghave,1017444000000,Tietgensgade,0,411,50,0
6184,Amager Vest,1011224010000,Dalføret,0,109,50,0
6187,Valby,1017028000000,Strindbergsvej,0,999,50,0
6085,Østerbro,1010252000000,Assensgade,0,124,50,0
6086,Valby,1012656020000,Harrestrupvang,0,18,50,30
6087,Amager Øst,1018664800000,Ålandsgade  43-57,232,380,50,0
6088,Valby,1011740000000,Fengersvej,0,70,50,0
6090,Østerbro,1015688000000,Ragnagade,0,159,50,0
6091,Nørrebro,1010632310000,Blågårds Plads,0,160,50,0
6092,Østerbro,1017868000000,Urbansgade,0,84,50,30
6093,Vesterbro-Kongens Enghave,1016406000000,Sjællandsbroen,0,787,70,0
6095,Indre By,1013348310000,Jarmers Plads,0,87,50,0
6096,Østerbro,1010908000000,Bryggervangen,0,245,40,0
6097,Vanløse,1013128000000,Hvidtjørnevej,0,218,50,0
6098,Nørrebro,1014568010000,P. D. Løvs Allé,0,37,50,0
6099,Indre By,1012108000000,Gammel Strand,0,185,40,0
6101,Vesterbro-Kongens Enghave,1016288000000,Saxogade,0,685,50,0
6447,Valby,1016852000000,Steinsvej,0,67,50,0
6102,Brønshøj-Husum,1012890020000,Hillerødmotorvejen,4661,5125,70,0
6103,Østerbro,1014428000000,Lundevangsvej,0,343,40,0
6104,Østerbro,1016752000000,Spangbergsgade,0,68,50,0
6106,Amager Øst,1015392000000,Palermovej,0,387,40,0
6107,Nørrebro,1017496000000,Tjørnegade,0,108,50,30
6108,Bispebjerg,1014416000000,Lundeborgvej,0,167,50,0
6110,Brønshøj-Husum,1011392000000,Dyblandsvangen,0,287,50,30
6111,Vesterbro-Kongens Enghave,1017208000000,Sydbanestien,0,67,15,0
6132,Østerbro,1013636000000,Kertemindegade,0,130,50,0
6112,Indre By,1014988000000,Nikolajgade,0,181,40,0
6113,Brønshøj-Husum,1010576000000,Bjernedevej,0,175,50,30
6114,Nørrebro,1016732000000,Sorgenfrigade,0,116,50,0
6115,Nørrebro,1011430000000,Edith Rodes Vej,0,323,50,0
6116,Valby,1016716000000,Solskrænten,0,580,50,30
6117,Brønshøj-Husum,1012644000000,Hareskovvej,4829,5428,70,0
6118,Valby,1011634010000,Erik Ballings Vej,0,37,50,0
6119,Bispebjerg,1012708000000,Havsgårdsvej,0,170,50,0
6120,Valby,1016836000000,Steenbergsvej,0,280,50,0
6121,Vanløse,1013972020000,Krogebjerg,0,133,50,0
6122,Indre By,1012148000000,Gefionsgade,0,59,50,0
6123,Nørrebro,1015188010000,Nørre Allé,0,83,50,0
6124,Bispebjerg,1015256000000,Oldermandsvej,0,26,50,0
6148,Bispebjerg,1011036000000,Bøllegård Allé,0,272,50,30
6125,Indre By,1018608000000,Øster Søgade,0,1392,50,0
6126,Bispebjerg,1016144000000,Rørsangervej,0,191,40,0
6128,Bispebjerg,1017684010000,Tuborgvej,0,90,50,0
6129,Bispebjerg,1015040000000,Nordre Fasanvej,0,426,40,0
6130,Amager Øst,1017608000000,Tovværkgade,0,79,50,0
6131,Indre By,1015276000000,Ole Suhrs Gade,0,237,40,0
6133,Valby,1011268000000,Danshøjvej,0,769,50,0
6134,Indre By,1017968000000,Vandkunsten,0,71,40,0
6135,Indre By,1016944000000,Store Kirkestræde,0,66,40,0
6138,Amager Øst,1018296000000,Wibrandtsvej,0,865,50,0
6139,Vesterbro-Kongens Enghave,1011688000000,Estlandsgade,0,115,50,0
6140,Brønshøj-Husum,1010888000000,Brunevang,0,298,50,0
6141,Indre By,1015052000000,Nordre Toldbod,0,60,50,0
6142,Bispebjerg,1018220000000,Vestergårdsporten,0,70,40,0
6143,Amager Øst,1017848020000,Ungarnsgade,0,29,50,0
6144,Valby,1011092000000,Castbergsvej,0,324,50,0
6145,Brønshøj-Husum,1011712000000,Faksingevej,0,184,50,0
6146,Indre By,1015916000000,Rosenborggade,0,179,40,0
6149,Amager Øst,1016348000000,Siamvej,0,48,40,0
5998,Bispebjerg,1011764000000,Filosofvænget,0,271,15,0
5999,Indre By,1013992000000,Kronprinsensgade,0,120,40,0
6000,Vanløse,1011398010000,Dysseager,0,37,50,0
6002,Valby,1012688010000,Havebo,0,28,50,30
6003,Bispebjerg,1012156000000,Gemmet,0,147,50,30
6004,Vesterbro-Kongens Enghave,1015820000000,Reverdilsgade,0,97,50,0
6005,Amager Øst,1015428000000,Parnasvej,0,81,50,30
6006,Bispebjerg,1017684030000,Tuborgvej,0,313,30,0
6007,Indre By,1018216000000,Vestergade,0,244,40,0
6008,Indre By,1018366000000,Vindebrogade,0,306,50,0
6009,Vesterbro-Kongens Enghave,1010968000000,Bustrupgade,0,126,50,30
5959,Bispebjerg,1017088000000,Støvnæs Allé,0,269,50,30
6011,Indre By,1015844000000,Rigensgade,0,372,40,0
6012,Østerbro,1014668800000,Marstalsgade,232,425,50,0
6014,Vesterbro-Kongens Enghave,1014636300000,Maria Kirkeplads,0,61,50,30
6015,Valby,1016771000000,Spinderigade,0,62,50,0
6016,Østerbro,1015948010000,Rosenvængets Allé,0,31,15,0
6017,Brønshøj-Husum,1018368000000,Vindingevej,0,274,50,30
6018,Bispebjerg,1015628000000,Provstevej,0,304,50,40
6020,Østerbro,1014540400000,Løgstørgade,0,77,50,0
6021,Indre By,1015456000000,Peder Skrams Gade,0,290,40,0
6448,Vanløse,1010196000000,Apollovej,0,508,50,0
6449,Brønshøj-Husum,1018140010000,Veksøvej,0,227,50,0
6450,Amager Øst,1015484000000,Persiensvej,0,319,50,0
6022,Vanløse,1016600000000,Slotsherrensvej,0,2084,50,0
6023,Nørrebro,1011424000000,Eddagården,0,89,50,0
6024,Amager Vest,1018122010000,Weidekampsgade,0,85,50,0
6025,Amager Øst,1015424020000,Parmagade,0,40,50,0
6453,Vesterbro-Kongens Enghave,101254433A000,Halmtorvet,0,227,50,0
6454,Indre By,1014548000000,Løngangstræde,0,151,40,0
6026,Vanløse,1013680000000,Kirkebjerg Allé,0,480,50,30
5958,Amager Vest,1015252000000,Oldensti,0,242,50,0
5960,Amager Vest,1018528000000,Ærtelandsvej,0,230,50,30
5961,Indre By,1014180000000,Larslejsstræde,0,197,40,0
5962,Vanløse,1016184010000,Sallingvej,0,60,50,0
5963,Indre By,1014572000000,Løvstræde,0,110,40,0
5965,Indre By,1011188000000,Cort Adelers Gade,0,128,40,0
5966,Østerbro,1010044000000,Aggersborggade,0,160,50,0
5967,Amager Vest,1016022030000,Rundholtsvej,0,45,50,0
4468,Valby,1015416000000,Parkstien,0,700,50,0
5970,Brønshøj-Husum,1017716000000,Tuxensvej,0,110,50,0
5971,Valby,1014328000000,Lindehaven,0,175,40,0
5972,Valby,1014932000000,Nakskovvej,0,302,50,0
5974,Østerbro,1011608800000,Engskiftevej,89,176,40,0
5975,Valby,1017916020000,Valby Tingsted,0,46,50,30
6452,Østerbro,1016988010000,Strandboulevarden,0,63,50,0
5973,Indre By,1016056000000,Rysensteensgade,0,230,50,0
6455,Østerbro,1016396000000,Sionsgade,0,129,50,0
6456,Østerbro,1015208000000,Nørre Sideallé,0,74,50,0
6457,Brønshøj-Husum,1013204000000,Højlandsvangen,0,833,50,30
6458,Amager Øst,1012168000000,Genuavej,0,35,40,0
6459,Østerbro,1014680000000,Masnedøgade,0,414,40,0
6460,Østerbro,1018600000000,Østerled,0,248,50,30
6461,Østerbro,1010452000000,Bellmansgade,0,218,40,0
6530,Bispebjerg,1012803020000,Lyngbyvej,0,145,60,0
6634,Bispebjerg,1010676000000,Bogtrykkervej,331,571,50,0
6497,Nørrebro,1013080000000,Humlebækgade,0,526,50,0
6499,Amager Vest,1015644020000,Præstemarksvej,0,48,50,30
6500,Amager Vest,1015894000000,Robert Jacobsens Vej,0,779,40,0
6501,Vesterbro-Kongens Enghave,1016316000000,Schubertsvej,0,137,40,0
6503,Amager Øst,1014272000000,Lillegrund,0,111,50,0
6505,Valby,1010701000000,Bomuldsgade,0,60,50,0
6506,Brønshøj-Husum,1015892000000,Risvangen,0,36,50,0
6507,Amager Øst,1012288000000,Greisvej,0,344,50,30
6508,Bispebjerg,1014920000000,Mågevej,0,267,50,0
6510,Østerbro,1017360000000,Teglværksgade,0,118,50,30
6511,Nørrebro,1011448000000,Egegade,0,124,50,0
6512,Østerbro,1012256000000,Glænøgade,0,117,40,0
6513,Nørrebro,1013332010000,Jagtvej,0,158,50,30
6514,Østerbro,1011246000000,Dampfærgevej,0,734,50,0
6517,Vanløse,1014452000000,Lupinvej,0,81,50,0
6519,Valby,1012051000000,Følager,0,281,50,0
6520,Østerbro,1014168000000,Langøgade,0,285,40,0
6521,Vanløse,1018248000000,Vestervigvej,0,208,50,0
6523,Valby,1015624000000,Prisholmvej,0,426,50,0
6525,Amager Øst,1011480000000,Elbagade,0,480,50,0
6527,Nørrebro,1015152000000,Nærumgade,0,178,50,0
6528,Amager Øst,1018176800000,Vermlandsgade,945,1040,50,0
6529,Nørrebro,1015616000000,Prins Jørgens Gade,0,87,15,0
6531,Nørrebro,1015960000000,Rosenørns Allé,0,280,50,0
6532,Vanløse,1010876000000,Brombærvej,0,161,50,30
6533,Nørrebro,1014864000000,Murergade,0,82,50,30
6535,Valby,1017252000000,Sæbyholmsvej,0,595,50,30
6536,Amager Vest,1014376000000,Lobeliavej,0,82,50,0
6539,Nørrebro,1010542000000,Bispeengbuen,0,516,70,0
6541,Brønshøj-Husum,1013304000000,Islevholm,0,332,50,0
6544,Bispebjerg,1012034000000,Fyrbødervej,0,89,50,0
6546,Brønshøj-Husum,1014348020000,Lindholmsvej,0,87,50,0
6618,Valby,1010608000000,Blommehaven,200,657,40,0
6619,Valby,1013696000000,Kirsebærhaven,121,476,40,30
6621,Bispebjerg,1015480000000,Pernillevej,274,319,50,0
6622,Bispebjerg,1015260000000,Oldfuxvej,54,306,50,30
6623,Bispebjerg,1013392000000,Jeppes Allé,115,277,50,30
6624,Bispebjerg,1013392000000,Jeppes Allé,120,254,50,0
6625,Bispebjerg,1011312000000,Dortheavej,499,1007,50,30
6626,Bispebjerg,1015628000000,Provstevej,304,343,50,0
6627,Bispebjerg,1017396000000,Thoravej,167,426,50,40
6628,Bispebjerg,1017380000000,Theklavej,201,275,50,40
6629,Bispebjerg,1017380000000,Theklavej,275,411,50,0
6630,Bispebjerg,1014580000000,Magistervej,191,370,50,0
6631,Bispebjerg,1014120000000,Landsdommervej,262,400,50,30
6632,Bispebjerg,1014120000000,Landsdommervej,400,484,50,0
6633,Bispebjerg,1010676000000,Bogtrykkervej,112,331,50,30
6635,Bispebjerg,1015256000000,Oldermandsvej,26,118,50,30
6654,Nørrebro,1016552000000,Skyttegade,0,166,50,30
6570,Bispebjerg,1015176000000,Nøkkerosevej,375,716,50,0
6465,Østerbro,1018056000000,Ved Hegnet,0,36,50,0
6543,Amager Øst,1010120020000,Amager Strandvej,0,177,50,0
6636,Amager Vest,1010112000000,Amagerfælledvej,0,1546,50,0
6637,Østerbro,1012092800000,Gammel Kalkbrænderi Vej,396,482,50,30
6638,Amager Vest,1012052000000,Følfodvej,0,1118,50,0
6639,Brønshøj-Husum,1010356000000,Banefløjen,0,247,30,0
6640,Amager Øst,1018620000000,Østrigsgade,0,681,50,0
6642,Vanløse,1012356000000,Grønnehøj,0,212,50,0
6643,Amager Vest,1016022000000,Rundholtsvej,0,115,50,0
6644,Valby,1013572000000,Karensgade,0,294,50,0
6645,Amager Øst,1015028000000,Nordmarksvej,0,84,50,0
6647,Nørrebro,101518801A000,Nørre Allè,0,18,50,0
6648,Vesterbro-Kongens Enghave,1013930000000,Kortløb,0,68,50,0
6649,Amager Vest,1015064000000,Norgesgade,0,337,50,30
6650,Indre By,1011944000000,Frederiksgade,0,345,40,0
6310,Vanløse,1012160300000,Genforeningspladsen,0,62,50,0
6651,Bispebjerg,1011444000000,Egebæksvej,0,252,50,0
6652,Valby,1012600010000,Hansstedvej,0,64,50,30
6613,Valby,1016488000000,Skolegade,113,194,50,0
6656,Nørrebro,1016908000000,Stevnsgade,0,373,50,30
6657,Bispebjerg,1014300000000,Lille theklavej,0,39,50,0
6548,Amager Øst,1016760000000,Spaniensgade,0,283,50,0
6549,Brønshøj-Husum,1018140030000,Veksøvej,0,104,50,30
6550,Amager Øst,1011896020000,Frankrigsgade,0,101,50,30
6552,Nørrebro,1016844000000,Stefansgade,0,202,50,0
6553,Brønshøj-Husum,1017588000000,Torpstien,0,82,50,0
6554,Bispebjerg,1014576000000,Magdelonevej,0,314,50,30
6576,Bispebjerg,1015804000000,Rentemestervej,544,681,50,40
6555,Vanløse,1013176000000,Høgholtvej,0,326,50,0
6556,Brønshøj-Husum,1017764000000,Tølløsevej,0,705,50,0
6557,Amager Vest,1011108010000,Christian ll's Allé,0,59,50,30
6558,Bispebjerg,1010640000000,Blåmunkevej,0,377,50,30
6559,Vesterbro-Kongens Enghave,1011656000000,Esbern Snares Gade,0,164,50,0
6560,Valby,1015582000000,Poul Reichhardts Vej,0,241,40,0
6561,Bispebjerg,1011892010000,C. J. Frandsens Vej,0,75,50,0
6562,Brønshøj-Husum,1012464000000,Gyrstingevej,0,163,50,0
6565,Valby,1011634000000,Erik Ballings Vej,69,159,15,0
6566,Amager Øst,1012288020000,Greisvej,0,521,50,30
6567,Brønshøj-Husum,1016012000000,Rugvej,0,184,50,30
6568,Bispebjerg,1011560000000,Engblommevej,392,682,50,0
6569,Bispebjerg,1015176000000,Nøkkerosevej,77,375,50,30
6571,Bispebjerg,1016164000000,Rådvadsvej,136,813,50,40
